city,company,conditions,description,employment_mode,experience,max_salary,min_salary,name,publish_date,requirements,responsibilities,schedule,skills,url
Владимир,Билайн,,,Полная занятость,1–3 года,,,Старший тренер,21 ноября 2020,,,полный день,,https://hh.ru/vacancy/40486406
Владимир,ПАО  «МТС» ,,,Частичная занятость,не требуется,,30000,Менеджер телефонных продаж_удаленная работа из дома,20 ноября 2020,,,гибкий график,,https://hh.ru/vacancy/23988036
Владимир,Яндекс,,Каждый день миллионы пользователей находят ответы на свои вопросы с помощью Яндекса. Роль службы поддержки — помогать пользователям решать проблемы  связанные с работой наших сервисов. Работа сотрудника службы поддержки заключается в основном в ответах на письма пользователей. От вас потребуются внимательность  тактичность  чувство юмора  понимание основных принципов работы интернета  любознательность и трудолюбие. Мы расскажем вам  как устроены наши сервисы  и научим разбираться в технических аспектах их работы. Со временем вы начнете самостоятельно анализировать поступающие письма и сможете активно участвовать в развитии сервиса  к поддержке которого подключитесь. Наши требования:  отличное владение русским языком; способность самостоятельно решать круг поставленных задач; аккуратность  усидчивость  ответственность и обязательность; готовность к интенсивному обучению; аналитический склад ума; активность и коммуникабельность; любовь к людям  способность к эмпатии; высшее или незаконченное высшее образование (если техническое — это плюс); желательно знание английского  уровень Upper Intermediate и выше.    Условия:  оплата почасовая или сдельная  в зависимости от выполняемых задач; график: по договоренности  рабочие дни могут выпадать на субботу и воскресенье  не менее 20 рабочих часов в неделю; предусмотрено оплачиваемое дистанционное обучение. ,Частичная занятость,не требуется,,26000,Специалист службы поддержки пользователей,21 ноября 2020,,,удаленная работа,,https://hh.ru/vacancy/38330322
Владимир,ООО  Цифровые технологии,Корпоративное обучение под руководством опытного тренера; Стабильная выплата заработной платы без задержек; Заработная плата состоит из оклада + высокий % от продаж; Работа в стабильной компании - мы на рынке больше 10 лет !; Возможность профессионального и карьерного роста; Оформление по ТК РФ; Оборудованное рабочее место; Помощь наставника;который поможет Вам включиться в работу; Дополнительное премирование лучших сотрудников; График работы с 9.00 до 18.00; Пятидневная рабочая неделя;суббота-воскресенье выходной.,"Группе компаний ""Цифровые технологии"" в связи с расширением штата  требуется Менеджер по корпоративным продажам.Наша команда занимается продажами решений для корпоративного рынка.Мы ищем активного менеджера для прямых продаж. Обязанности:  Проведение переговоров и встреч с клиентами  заключение сделок Подготовка коммерческих предложений и презентаций для клиентов Консультация клиентов по предоставляемым услугам Курирование реализации коммерческих проектов Участие в разработке и реализации проектов Поддержание контактов с существующими клиентами Участие в профильных мероприятиях  Требования (желательные):  Желателен опыт оптовых продаж Грамотная речь - обязательное условие Ориентированность на результат Умение вести переговоры грамотно и в свою пользу Уверенное знание ПК и офисных программ Хорошие коммуникативные навыки Позитивный жизненный настрой Желание работать  развиваться и расти вместе с компанией Высокая самоорганизация  Условия:  Корпоративное обучение под руководством опытного тренера; Стабильная выплата заработной платы без задержек; Заработная плата состоит из оклада + высокий % от продаж; Работа в стабильной компании - мы на рынке больше 10 лет !; Возможность профессионального и карьерного роста; Оформление по ТК РФ; Оборудованное рабочее место; Помощь наставника который поможет Вам включиться в работу; Дополнительное премирование лучших сотрудников; График работы с 9.00 до 18.00; Пятидневная рабочая неделя суббота-воскресенье выходной.    Хотите зарабатывать - мы дадим такую возможность. Мы также предлагаем динамичный и дружный коллектив  лучшие отраслевые решения и все условия для достижения результата. Ждем вас!    ",Полная занятость,1–3 года,,30000,Менеджер,19 ноября 2020,Желателен опыт оптовых продаж Грамотная речь - обязательное условие Ориентированность на результат Умение вести переговоры грамотно и в свою пользу Уверенное знание ПК и офисных программ Хорошие коммуникативные навыки Позитивный жизненный настрой Желание работать; развиваться и расти вместе с компанией Высокая самоорганизация,Проведение переговоров и встреч с клиентами; заключение сделок Подготовка коммерческих предложений и презентаций для клиентов Консультация клиентов по предоставляемым услугам Курирование реализации коммерческих проектов Участие в разработке и реализации проектов Поддержание контактов с существующими клиентами Участие в профильных мероприятиях,полный день,,https://hh.ru/vacancy/26366796
Владимир,АО  Спарго Технологии,работа в IT компании; входящей в состав крупного российского холдинга ПРОТЕК; график работы: с 9.30 до 18.00 ч.; 5/2 (есть возможность менять график работы); удаленная работа (посещение офиса при необходимости); полное соблюдение ТК; официальное оформление с первого дня; «белая» заработная плата; лояльное руководство; дружная команда разработчиков; заработная плата определяется по итогам собеседования с руководителем (у нас конкурентоспособный уровень заработных плат).,АО «Спарго Технологии» - отечественный разработчик специализированных решений для автоматизации бизнес-процессов.Организация основана в 2004 году. Основное направление - автоматизация аптечных предприятий и медицинских учреждений: 1) Разрабатывает программное обеспечение (PharmaDATA  ePrica  F3 TAIL  еФарма2-Льгота  F3 RAP); 2) Внедряет компьютерное и торговое оборудование (компьютеры  мониторы  POS-терминалы  фискальные регистраторы  сканеры штрих-кодов и другое оборудование  совместимое с программным обеспечением). В компании работают более 250 сотрудников.Региональная сеть АО «Спарго Технологии» охватывает 45 регионов РФ  подразделения компании тесно взаимодействуют между собой  что позволяет оперативно и своевременно реагировать на запросы клиентов. Компания уделяет большое внимание разработке индивидуальных решений для конкретного заказчика. Миссия АО «Спарго Технологии» - разработка и внедрение ИТ-решений  оказание ИТ-услуг  способствующих повышению эффективности бизнес-процессов фармацевтических и медицинских компаний. Автоматизация на основе ПО F3 TAIL позволяет увеличить прибыльность торговой организации  что обеспечивается гибкой настройкой ценообразования  ведением ассортиментных планов. Одна из главных целей программы - качественное обслуживание покупателей торговой точки: предоставление ожидаемого ассортимента  быстрое обслуживание  расценка в соответствии с законодательством  возможность безналичной оплаты и многое другое. Обязанности:  реализация функционала по согласованной постановке; уточнение требований у заказчиков; предложение вариантов реализации; сдача работ заказчику (авторская приемка); участие в технологических совещаниях;  Требования:  знание теории ООП; уверенное знание .Net; знание SQL (SQL Server 2012 и выше); знание microsoft reporting services; опыт разработки Windows – приложений на .NET (использование DevExpress как плюс);  Условия:  работа в IT компании  входящей в состав крупного российского холдинга ПРОТЕК; график работы: с 9.30 до 18.00 ч.  5/2 (есть возможность менять график работы); удаленная работа (посещение офиса при необходимости); полное соблюдение ТК  официальное оформление с первого дня; «белая» заработная плата; лояльное руководство; дружная команда разработчиков; заработная плата определяется по итогам собеседования с руководителем (у нас конкурентоспособный уровень заработных плат). ,Полная занятость,1–3 года,,,Программист F3Tail,21 ноября 2020,знание теории ООП; уверенное знание .Net; знание SQL (SQL Server 2012 и выше); знание microsoft reporting services; опыт разработки Windows – приложений на .NET (использование DevExpress как плюс);,реализация функционала по согласованной постановке; уточнение требований у заказчиков; предложение вариантов реализации; сдача работ заказчику (авторская приемка); участие в технологических совещаниях;,полный день,SQL Server;C#;.NET Framework,https://hh.ru/vacancy/38935968
Владимир,Яндекс,,Каждый день миллионы пользователей находят ответы на свои вопросы с помощью Яндекса. Сервису Яндекс.Справочник нужны внимательные  тактичные и любознательные операторы с чувством юмора — обновлять данные в базах  следить за их верностью и актуальностью.   Что вы будете делать:  совершать звонки по сценарию задания; обновлять сведения в базе данных.  Для работы потребуются:  грамотный устный и письменный русский язык; умение работать с большими массивами информации; навыки уверенной работы на компьютере; тихое место на время работы; ноутбук или стационарный компьютер с ОС не ниже Windows 7; гарнитура; подключённый кабельный высокоскоростной интернет.  Мы ждем  что вы:  хотите и умеете помогать другим людям; вежливы  но не занудны; внимательны к деталям и всегда доводите дело до конца; не устаёте от однообразных задач; можете работать дома  не отлынивая и не отвлекаясь на очередной эпизод сериала; любите узнавать новое; готовы к насыщенному рабочему дню.  Что мы предлагаем:  работу из дома или любой точки  где есть стабильный интернет; бесплатную ip-телефонию; частичную занятость  гибкий график 4 часа в день 5 дней в неделю (будни) в дневное время с 8 до 20 по Москве; официальное оформление на работу по совместительству с первого дня обучения; сдельную оплату; удалённое оплачиваемое обучение.     ,Частичная занятость,не требуется,,,Оператор саll-центра,14 ноября 2020,,,удаленная работа,,https://hh.ru/vacancy/37152020
посёлок Головино,ООО  Металлопласт,,Обязанности:  Работа НАЛАДЧИКОМ-ОПЕРАТОРОМ СТАНКОВ С ЧПУ  Точная обработка деталей; Корректировка программ  привязка  работа оператором Опыт работы от 1 года   Требования:  Желательно с опытом работы Соблюдения охраны труда  пожарной безопасности  электробезопасности; Ответственность  исполнительность  профессионализм. Образование не ниже среднего — технического. Специальность: Металлообработка  станки с ЧПУ.  Условия:  График работы 5/2 или 2/2 Трудоустройство в соответствии с ТК РФ. Корпоративный автобус Премии и бонусы  Дружный коллектив  готовых всегда прийти на помощь  ,Полная занятость,не требуется,,30000,Оператор станка с ЧПУ,22 ноября 2020,,,полный день,Пользователь ПК;Станки ЧПУ;Коммуникабельность,https://hh.ru/vacancy/38529069
Владимир,Ericsson,,Обязанности: - руководство группой удаленных инженеров-проектировщиков и бригад инженерных изысканий до 20 человек; - организация обследования площадок для размещения объектов связи и инженерных сетей; - организация разработки предпроектной  проектной и рабочей документации  получения требуемых согласований  разрешений и заключений; - контроль сроков и качества разрабатываемой документации; - техническое сопровождение строительства объекта на всех этапах СМР; - краткосрочное и долгосрочное планирование выполнения всех активностей группы технологического проектирования базовых станций сотовой связи; - участие в организации и контроле исполнения методов по улучшению качества инженерных изысканий и проектирования объектов сотовой связи; - участие в разработке инструкций по процессам для инженеров-проектировщиков; - участие в обучении персонала и повышении квалификации сотрудников отдела проектирования; - проведение конференций и технических совещаний  взаимодействие со смежными отделами  Подрядчиками и Заказчиками; - ведение отчетности  выполнение презентаций для руководства и Заказчиков; - участие в ресурсном планировании. Требования: - высшее техническое образование; - опыт проектирования базовых станций сотовой связи от 5 лет; - опыт управления удаленными сотрудниками; - понимание методов формирования стоимости работ; - знание оборудования ведущих вендоров (предпочтительно Ericsson); - знание действующих нормативных документов в области проектирования и связи (ГОСТ  ЕСКД  ВСН  СПДС  СП  НПБ  РД  ЕСС АСУ  ПУЭ); - уверенный пользователь Microsoft Office  Adobe Acrobat  AutoCAD; - опыт проектирования для ПАО “МТС” в регионах ЦФО будет преимуществом. Условия: - официальное трудоустройство по ТК РФ; - удаленная работа; - график работы с 9:00 до 18:00 (ненормированный); - работа на проекте развития сети сотовой радиотелефонной связи ведущего оператора; - фиксированный оклад от 60000 руб. (определяется по результатам собеседования).,Полная занятость,3–6 лет,,,Главный инженер проекта (Chief Site Design Engineer),9 ноября 2020,,,удаленная работа,AutoCAD;Проектная документация;Управление проектами;Обучение персонала;MS Project;MS Office;Adobe Acrobat,https://hh.ru/vacancy/39799661
Владимир,ДИВАН.РУ,,Обязанности:  Поддержка e-commerce системы на фреймворке Yii2; Разработка новой функциональности в виде Yii2-расширений; Рефакторинг текущих частей системы  инкапсуляция функционала в Yii2-расширения; Разработка и поддержка unit и функциональных тестов; Базовое документирование кода с помощью PHPDoc. Требования:  От 2-х лет опыта web–разработки или от 1 года backend–разработки (middle-уровень и выше); Текущий стек технологий: PHP7 (Yii2 + Composer)  SQL (PostgreSQL)  Git; Разработка кода  покрытого автотестами. Плюсом будет:  Понимание принципов написания качественного кода (GRASP и SOLID); Понимание принципов построения высоконагруженных систем.  Что мы предлагаем кандидату:  ЗП достойная/обсуждается с успешным кандидатом; Интересная перспективная работа в стабильно растущей компании  отличный вариант развития карьеры; Опытный  понимающий руководитель с высокими компетенциями в E-commerce; Свобода действий и возможность брать на себя ответственность; Доброжелательная и очень приятная атмосфера в коллективе; Удобный офис; Оформление по ТК РФ; График работ 5/2 с 9-18:00  офис. ,Полная занятость,1–3 года,,70000,Backend-разработчик/PHP-разработчик,21 ноября 2020,,,удаленная работа,Yii;Git;PHP;PHP7;SQL;Cистемы управления базами данных,https://hh.ru/vacancy/40083984
Владимир,ООО  Юниселп,,"ООО ""ЮНИСЕЛП"" Оптовая торговля сжиженным углеводородным газом и газовым оборудованием. Компания производит набор на должность ""Менеджер по продажам"" Обязанности: - Планирование продаж и составление отчетности- Выполнение плана продаж- Обработка входящих звонков- Выстраивание и поддержание долгосрочных отношений с партнерами компании  ведение переговоров от лица компании- Поддержание и увеличение активной клиентской базы  работа с потенциальными клиентами- Анализ потребностей потенциальных клиентов  подготовка коммерческих предложений  выставление счетов  подготовка и подписание договоров- Контроль отгрузок  остатков  дебиторской задолженности  обмен первичной документацией- Ведение CRM-систем и 1С Требования:- Опыт работы в продажах от 2х лет- Активность  высокие коммуникативные требования  нацеленность на результат- Уверенный пользователь ПК- Знание программы MICROSOFT OFFICE- Опыт работы с 1С и CRM системами- Грамотная речь Условия: - Работа на территории работодателя (просторный офис в 50 метрах от остановки общественного транспорта)- Ввод в должность (обучение продукции  технические семинары)- Оформление по ТК РФ (больничный  отпуск  отчисления)- Заработная плата: ОКЛАД + % (выплата 2 раза в месяц)- Отсутствие ограничений в доходе- Корпоративная мобильная связь и интернет- Возможность профессионального и карьерного роста- Работа в формате home office- Инструменты необходимые для успешной работы- Тип занятости: Полная занятость  полный день- График работы: пн-пт с 9.00-18.00; сб-вс - выходной- Испытательный срок 2 месяца",Полная занятость,1–3 года,60000,25000,Менеджер по продажам,20 ноября 2020,,,полный день,Активные продажи;1С: Торговля;CRM;Холодные продажи;Планирование продаж,https://hh.ru/vacancy/40474763
Владимир,ФКУ Центр по обеспечению деятельности Казначейства России,,Обязанности:  Прием  регистрация и сопровождение обращений клиентов по обслуживаемым IT-сервисам; Приоритизация инцидентов в соответствии c установленными правилами; Консультация клиентов по вопросам имеющимися в базе знаний; Соблюдение ключевых показателей эффективности.  Требования:   Уверенный пользователь ПК;  Грамотная речь; Техническая грамотность в сфере информационных технологий будет Вашим преимуществом; Высшее или среднее специальное (техническое) образование; Опыт работы в сфере технической поддержки будет Вашим преимуществом.  Условия:   Официальное трудоустройство в государственное учреждение;  График работы Сменный 2\2 (2 день\2 выходных\2 ночь) Обучение за счет работодателя  на время обучения график работы 5/2. Работа на территории работодателя. Без командировок; Работникам предоставляется дополнительный отпуск продолжительностью 8 суток; Заработная плата выплачивается два раза в месяц; ,Полная занятость,не требуется,25000,20000,Диспетчер-оператор Call центра,13 ноября 2020,,,сменный график,Техническая поддержка;Консультирование клиентов по телефону,https://hh.ru/vacancy/40237843
Владимир,ООО  Цифровые технологии,Работа в молодом энергичном коллективе; Рабочий день с 9:00 до 18:00; перерыв на обед Суббота и воскресенье – выходные дни; Оплата сверхурочных Компенсация мобильной связи Оформление по ТК Обучение и тренинги Возможность карьерного роста Стабильная и своевременная заработная плата; Заработная плата – от 28000 рублей Полный рабочий день На территории работодателя,Обязанности:  Сборка и тестирование ЭВМ   прочих изделий. Установка и настройка программного обеспечения. Диагностика неисправности изделия Выдача и приём товара со склада    Требования:  Опыт работы по специальностям: мастер по ремонту компьютеров  компьютерный мастер  сборщик ПК Знание компьютерных комплектующих  знание ПО линейки Microsoft Техническая грамотность Умение работать с измерительным оборудованием    Условия:  Работа в молодом энергичном коллективе; Рабочий день с 9:00 до 18:00; перерыв на обед Суббота и воскресенье – выходные дни; Оплата сверхурочных Компенсация мобильной связи Оформление по ТК Обучение и тренинги Возможность карьерного роста Стабильная и своевременная заработная плата; Заработная плата – от 28000 рублей Полный рабочий день На территории работодателя  Мы также предлагаем динамичный и дружный коллектив  лучшие отраслевые решения и все условия для достижения результата. Ждем вас!      ,Полная занятость,1–3 года,,28000,Младший инженер,22 ноября 2020,Опыт работы по специальностям: мастер по ремонту компьютеров; компьютерный мастер; сборщик ПК Знание компьютерных комплектующих; знание ПО линейки Microsoft Техническая грамотность Умение работать с измерительным оборудованием,Сборка и тестирование ЭВМ ; прочих изделий. Установка и настройка программного обеспечения. Диагностика неисправности изделия Выдача и приём товара со склада,полный день,,https://hh.ru/vacancy/35157917
Владимир,АО  КОБРА,,Обязанности:   Руководство группой сотрудников (2 человека).  Выделение и описание набора отдельных бизнес-процессов компании   Выявление причинно-следственной связи и временной последовательности выполнения действий.   Формализация процессов и процедур с акцентом на определение участников  исполнителей  начальных и конечных событий  последовательностей действий  движение потоков объектов;   Создание комплексной модели бизнес-процессов.   Описания системы  выделение и описание объектов управления.   Требования:  Опыт работы связанный с описанием бизнес процессов или в СМК.  Условия:  Полностью белый зарплатный проект. ,Полная занятость,1–3 года,,,Руководитель отдела анализа и описания бизнесс-процессов,20 ноября 2020,,Руководство группой сотрудников (2 человека).                    ,полный день,BPWin;Написание процедур,https://hh.ru/vacancy/37804928
Владимир,АСКОН,,,Полная занятость,1–3 года,,60000,Аналитик (Машиностроение),20 ноября 2020,,,полный день,,https://hh.ru/vacancy/36477612
Владимир,ООО  РесурсТранс,,Обязанности:  Разработка информационной системы на базе платформы 1С Предприятие 8.3  8.2; Сопровождение  обновление типовых и измененных конфигураций 1С Предприятие; Оптимизация существующего и разрабатываемого функционала; Тестирование реализованного функционала;  Требования:  Знание методов тестирования и отладки конфигураций; Отличное знание языка программирования 1С и встроенного языка запросов; Знание СКД; Хорошее знание одной из конфигураций БУХ или ЗУП; Знание предметной области приветствуется: бухгалтерский учет  заработная плата  бюджетирование  документооборот Навыки программирования в 1С  написания сложных отчётов и обработок  разработки технической документации (ТЗ  инструкций)  обновления доработанных конфигураций  Условия:  Офис в центре города Трудоустройство по ТК РФ ДМС после года работы в компании Профессиональное развитие ,Полная занятость,не требуется,,,Старший программист 1С,19 ноября 2020,,,полный день,1С программирование;1С: Зарплата и управление персоналом;1С: Предприятие 8;1С: Документооборот;1С: Бухгалтерия,https://hh.ru/vacancy/40345542
Владимир,Teleperformance Russia Group,,,Полная занятость,не требуется,24435,19435,Специалист технической поддержки электроинструментов,16 ноября 2020,,,полный день,Прием и распределение телефонных звонков;MS Outlook;Телефонные переговоры;Грамотная речь;Консультирование,https://hh.ru/vacancy/40093656
Владимир,Altenar,,The System Administrator will keep our office of busy Developers and Quality Assurance analysts at Altenar working efficiently. The candidate will also form part of the global Corporate IT team working on projects and providing limited remote support across other Altenar locations. If you are passionate about troubleshooting and very organized and responsible  we would love to discuss a position with you in Vladimir. Must have  Solid understanding of computer system hardware as a power user Solid understanding of Microsoft Windows and Apple MacOS operating systems in a domain-based environment Experience in troubleshooting the above Solid understanding of basic TCP/IP networking  IPv4 addressing and Domain Name System (DNS) as used internally besides publicly. Appreciation of key IT security concepts Calm  organized  patient predisposition  and happy to work with other technical users in a respectful environment. Technical diploma in a related field Good communication skills (spoken/written) in English and Russian  Nice to have  Experience with deployment  device management and asset management tools. Specialist vendor hardware training or certification (Dell / HP / Lenovo / Cisco / Fortigate) Industry certification in Microsoft Windows administration  Redhat Linux  Apple Mac OS Experience with multi-factor authentication systems  and Identity Management systems based on LDAP and Kerberos  What you’d be responsible for  Providing direct IT support  logging and documenting all events and changes in our ticketing system Proposing improvement and working on associated tasks Ensuring timely resolution of blockers to the operation IT Security response (including 152-FL) HR and Finance support (1C  Estaff  banking systems etc.) Escalating concerns to management to work on solutions Being driven in your work with little supervision Having a strong sense of duty and exercising duty of care beyond the immediate fix Being trustworthy and accountable in the handling of company data and physical assets  What we are responsible for  Providing a fantastic environment to work in Supporting your personal and technical development with training opportunities Providing career growth in a very interesting company with global customer base Providing you with support to ensure you have a good working environment Providing guidance and technical direction  Some of the benefits of working at Altenar  Good compensation Interesting work with smart colleagues Corporate English lessons Training and professional development events Tea  coffee  healthy snacks and occasionally not-so-healthy treats :)   ,Полная занятость,1–3 года,,,System Administrator,12 ноября 2020,,,полный день,Mac Os;Linux;TCP/IP;Corporate Events Organization;Networking,https://hh.ru/vacancy/39138920
Владимир,Brunel Russia,,Наш клиент - российская компания  лидер металлургической отрасли Обязанности: • Развитие функциональности Клиентского портала на базе 1С-Битрикс;• Детализация бизнес-требований  разработка функциональных технических требований к доработкам• Доработки по требованиям внутренних заказчиков;• Развитие интеграции Портала с ERP системой (на базе 1С) и внешними сервисами• Контроль качества разработки и документирования решений в рамках реализации изменений внешними подрядчиками;• Лидирование разработки решений внутренней командой и/или курирование работы внешней команды  выстраивание процесса разработки (включая контроль версий  качества разработки и пр.);• Контроль соблюдения единых принципов построения ИТ-архитектуры;• Планирование расширения и актуализации архитектуры серверов  планирование работ по оптимизации  переходу на новые версии 1С-Битрикс;• Проработка возможностей для расширения функционала (в т.ч. с применением микросервисной архитектуры). Требования: • Опыт работы в области разработки решений на базе 1С-Битрикс  в т.ч. для развития сервисов электронной коммерции;• Знания платформы 1С Битрикс (архитектура ПО  возможности и ограничения).• Опыт участия в 2-3-х проектах полного цикла в роли архитектора/ведущего разработчика/консультанта.• Опыт разработки проектных документов (Концептуальный дизайн  Проектные решения  спецификации на разработку).• Опыт разработки отчётности/интеграции с аналитическими ИС и интеграции с ERP-решениями.• Опыт коммуникаций с Заказчиком проекта/информационной системы  презентации и защиты решений  планирования работ  оценки необходимых ресурсов и трудозатрат  формирования проектной документации: проектные и технические решения  инструкции  программы  методики испытаний и др.• Знание языков программирования PHP  JavaScript  опыт разработки Web-приложений (HTML5  CSS3  JS/ECMAScript 5  6)  документирование разработок.• Базовые знания по архитектуре инфраструктуры под 1С Битрикс  администрированию и конфигурированию 1С-Битрикс.• Опыт работы с Git  понимание моделей рабочего процесса (Git flow  GitHub flow  GitLab flow). Условия: Возможна удалённая работа,Полная занятость,3–6 лет,,120000,Веб - программист 1С Битрикс,20 ноября 2020,,,полный день,Английский — B2 — Средне-продвинутый;JavaScript;Git;Управление проектами;HTML5;CSS3;концептуальный дизайн;PHP;Web-development,https://hh.ru/vacancy/40559146
Владимир,ПАО  Ростелеком,,,Полная занятость,1–3 года,,28000,Инженер электросвязи,9 ноября 2020,,,полный день,Работа в команде;Инженерные системы;Реконструкция,https://hh.ru/vacancy/40282415
